transition_timestamp,attack_type,prob_10_before,prob_5_before,prob_1_before,prob_at_onset,baseline_prob,prob_increase_from_baseline,prob_increase_immediately_before,threshold_crossed_before_attack,threshold_crossed_only_after_attack,lead_time_seconds
2018-02-15 09:27:40,Benign,0.006911848671734333,0.01968887634575367,0.02628902904689312,0.08457468450069427,0.005628470005467534,0.020660559041425587,-0.003381451591849327,False,False,
2018-02-15 09:37:40,DoS attacks-GoldenEye,0.02814648486673832,0.033640630543231964,0.01586178131401539,0.055625125765800476,0.01752542071044445,-0.0016636393964290612,-0.0015319101512432098,False,False,
2018-02-15 09:49:20,DoS attacks-GoldenEye,0.017650151625275612,0.018175818026065826,0.030975937843322754,0.09012112766504288,0.010652700578793884,0.020323237264528872,0.004122436046600342,False,False,
2018-02-15 10:02:50,Benign,0.012089008465409279,0.011447354219853878,0.018815869465470314,0.019841259345412254,0.011770246550440788,0.007045622915029526,0.002515112981200218,False,False,
2018-02-15 11:00:10,DoS attacks-Slowloris,0.009322299621999264,0.013147978112101555,0.009995590895414352,0.2554498612880707,0.025038857385516165,-0.015043266490101813,-0.0005014222115278244,False,False,
2018-02-16 01:45:20,DoS attacks-Hulk,0.001142529072239995,0.002267309231683612,0.005360580049455166,0.5446959733963013,0.002362780715338886,0.00299779933411628,-0.003043181262910366,False,False,
2018-02-16 10:12:10,DoS attacks-SlowHTTPTest,0.0012070672819390893,0.0010247549507766962,0.04083101451396942,0.7133316993713379,0.0073440020438283685,0.033487012470141055,0.03793925233185291,False,False,
2018-02-21 02:11:00,DDOS attack-HOIC,0.004390364047139883,0.008357556536793709,0.11006905138492584,0.3864721357822418,0.015542339207604528,0.09452671217732131,0.06498377397656441,False,False,
2018-02-21 10:08:50,DDOS attack-LOIC-UDP,0.009157370775938034,0.00939332228153944,0.009441304951906204,0.5183812975883484,0.009098495123907924,0.0003428098279982805,-0.0005083465948700905,False,False,
2018-02-21 10:10:00,DDOS attack-LOIC-UDP,0.0027317034546285868,0.9732131958007812,0.8909920454025269,0.9363585710525513,0.008332233736291527,0.8826598116662353,-0.029827773571014404,False,False,
2018-02-21 10:10:50,DDOS attack-LOIC-UDP,0.9732131958007812,0.9363585710525513,0.8141500949859619,0.933271586894989,0.1495680767809972,0.6645820182049647,-0.06539678573608398,False,False,
