transition_timestamp,attack_type,prob_10_before,prob_5_before,prob_1_before,prob_at_onset,baseline_prob,prob_increase_from_baseline,prob_increase_immediately_before,threshold_crossed_before_attack,threshold_crossed_only_after_attack,lead_time_seconds
2018-02-28 10:50:00,Benign,0.9975726008415222,0.9968611001968384,0.9963167905807495,0.9969156980514526,0.9890535414218903,0.007263249158859231,-0.0007396936416625977,True,False,180.0
2018-02-21 10:42:30,DDOS attack-LOIC-UDP,0.944922685623169,0.9515088796615601,0.9489564299583435,0.9311478137969971,0.9216361224651337,0.027320307493209794,-0.01372748613357544,False,False,
2018-02-21 10:38:00,DDOS attack-LOIC-UDP,0.8722853064537048,0.9750130772590637,0.9222130179405212,0.9327288866043091,0.9418612837791442,-0.019648265838623002,-0.042977750301361084,False,False,
2018-02-21 10:32:00,DDOS attack-LOIC-UDP,0.8652464747428894,0.9765958786010742,0.9195534586906433,0.9115636348724365,0.9364494919776917,-0.016896033287048362,-0.04001820087432861,False,False,
2018-02-21 10:36:00,DDOS attack-LOIC-UDP,0.8691033124923706,0.9756248593330383,0.9153244495391846,0.9251145124435425,0.9385645389556885,-0.023240089416503906,-0.052752912044525146,False,False,
2018-02-21 10:42:00,DDOS attack-LOIC-UDP,0.86894291639328,0.9745017886161804,0.9149308800697327,0.9638321399688721,0.939019912481308,-0.02408903241157534,-0.03657799959182739,False,False,
2018-02-21 10:40:00,Benign,0.8669448494911194,0.9760922193527222,0.9145076870918274,0.9039411544799805,0.9423325181007385,-0.02782483100891109,-0.037850797176361084,False,False,
2018-02-21 10:26:00,Benign,0.874468982219696,0.9773867130279541,0.9104817509651184,0.930561900138855,0.9396145284175873,-0.029132777452468894,-0.03579080104827881,False,False,
2018-02-21 10:34:00,DDOS attack-LOIC-UDP,0.8697919845581055,0.9759020209312439,0.9065185189247131,0.9227080345153809,0.9395218074321747,-0.03300328850746159,-0.048362553119659424,False,False,
2018-02-21 10:30:00,Benign,0.8693087100982666,0.9764812588691711,0.9042943716049194,0.9065132737159729,0.9372596502304077,-0.03296527862548826,-0.04959172010421753,False,False,
